segment Vietnam
18.726 105.049
18.727 105.043
18.73 105.041
18.735 105.027
18.743 105.024
18.746 105.018
18.74 105.005
18.742 105
18.743 104.994
18.743 104.986
18.74 104.955
18.743 104.95
18.75 104.946
18.758 104.946
18.773 104.943
18.79 104.926
18.791 104.917
18.785 104.893
18.785 104.878
18.778 104.867
18.778 104.864
18.785 104.855
18.787 104.846
18.784 104.815
18.788 104.806
18.793 104.798
18.804 104.792
18.8 104.781
18.799 104.769
18.801 104.762
18.806 104.745
18.813 104.744
18.819 104.739
18.82 104.734
18.824 104.727
18.839 104.72
18.839 104.717
18.843 104.704
18.839 104.692
18.847 104.679
18.856 104.674
18.865 104.659
18.871 104.645
18.877 104.637
18.887 104.632
18.892 104.626
18.893 104.611
18.903 104.597
18.905 104.586
18.944 104.559
18.958 104.552
18.976 104.547
18.98 104.542
18.983 104.535
18.984 104.517
18.987 104.515
19 104.505
19.006 104.498
19.008 104.489
19.006 104.485
18.992 104.479
18.987 104.475
18.989 104.463
18.985 104.456
18.986 104.451
18.996 104.443
18.999 104.438
19.008 104.426
19.018 104.425
19.025 104.419
19.027 104.414
19.033 104.408
19.04 104.403
19.053 104.404
19.056 104.402
19.058 104.398
19.059 104.388
19.07 104.377
19.075 104.37
19.074 104.355
19.08 104.337
19.092 104.314
19.114 104.303
19.118 104.293
19.123 104.277
19.116 104.265
19.114 104.252
19.116 104.247
19.115 104.236
19.119 104.225
19.125 104.217
19.131 104.223
19.143 104.226
19.154 104.232
19.16 104.228
19.161 104.218
19.165 104.206
19.175 104.2
19.191 104.195
19.198 104.188
19.198 104.184
19.198 104.174
19.201 104.151
19.205 104.138
19.21 104.131
19.224 104.12
19.222 104.105
19.23 104.099
19.247 104.077
19.247 104.068
19.243 104.062
19.242 104.043
19.238 104.04
19.236 104.023
19.236 104.01
19.243 103.991
19.253 103.968
19.261 103.96
19.282 103.953
19.286 103.948
19.286 103.946
19.286 103.936
19.287 103.927
19.294 103.923
19.305 103.92
19.312 103.907
19.313 103.9
19.306 103.898
19.303 103.893
19.305 103.886
19.302 103.885
19.308 103.878
19.312 103.876
19.317 103.877
19.321 103.88
19.324 103.886
19.331 103.895
19.332 103.909
19.333 103.915
19.342 103.921
19.345 103.928
19.359 103.956
19.363 103.956
19.37 103.961
19.378 103.963
19.384 103.962
19.388 103.963
19.392 103.969
19.394 103.977
19.4 103.981
19.406 103.997
19.405 104.014
19.409 104.021
19.41 104.023
19.416 104.028
19.417 104.037
19.418 104.038
19.422 104.041
19.423 104.048
19.426 104.053
19.426 104.057
19.421 104.063
19.421 104.074
19.423 104.079
19.444 104.078
19.444 104.077
19.465 104.079
19.472 104.089
19.481 104.092
19.496 104.098
19.496 104.103
19.497 104.116
19.497 104.118
19.498 104.123
19.504 104.126
19.51 104.121
19.52 104.113
19.527 104.109
19.535 104.112
19.536 104.112
19.539 104.112
19.558 104.113
19.571 104.111
19.576 104.108
19.578 104.102
19.577 104.091
19.58 104.083
19.598 104.068
19.598 104.065
19.607 104.054
19.609 104.054
19.617 104.048
19.626 104.043
19.635 104.043
19.644 104.046
19.656 104.045
19.683 104.028
19.683 104.033
19.685 104.036
19.703 104.045
19.705 104.05
19.697 104.059
19.686 104.068
19.686 104.076
19.684 104.081
19.673 104.093
19.665 104.112
19.666 104.135
19.667 104.142
19.673 104.156
19.673 104.157
19.675 104.161
19.68 104.165
19.69 104.162
19.696 104.164
19.699 104.167
19.699 104.172
19.695 104.178
19.694 104.182
19.7 104.195
19.697 104.207
19.711 104.226
19.711 104.233
19.707 104.259
19.706 104.268
19.701 104.275
19.699 104.282
19.7 104.304
19.698 104.314
19.693 104.324
19.692 104.326
19.689 104.326
19.675 104.325
19.671 104.328
19.673 104.333
19.683 104.344
19.689 104.348
19.692 104.353
19.692 104.358
19.694 104.36
19.704 104.39
19.706 104.399
19.71 104.42
19.708 104.423
19.703 104.427
19.689 104.426
19.679 104.43
19.675 104.436
19.674 104.452
19.658 104.457
19.654 104.465
19.655 104.472
19.661 104.484
19.661 104.49
19.654 104.499
19.637 104.506
19.626 104.514
19.618 104.537
19.617 104.545
19.62 104.548
19.617 104.564
19.619 104.575
19.633 104.591
19.637 104.611
19.633 104.621
19.631 104.629
19.624 104.644
19.624 104.651
19.626 104.653
19.636 104.658
19.644 104.658
19.655 104.652
19.66 104.655
19.663 104.661
19.671 104.666
19.679 104.669
19.687 104.673
19.695 104.67
19.704 104.666
19.705 104.678
19.719 104.685
19.729 104.695
19.734 104.697
19.744 104.703
19.758 104.719
19.764 104.727
19.765 104.732
19.763 104.738
19.754 104.752
19.754 104.762
19.755 104.766
19.761 104.769
19.775 104.768
19.779 104.77
19.779 104.78
19.789 104.794
19.79 104.811
19.789 104.823
19.79 104.828
19.793 104.835
19.802 104.84
19.807 104.839
19.828 104.839
19.834 104.84
19.842 104.849
19.847 104.848
19.854 104.842
19.86 104.839
19.865 104.826
19.874 104.793
19.874 104.782
19.88 104.775
19.889 104.778
19.891 104.781
19.901 104.789
19.912 104.795
19.917 104.8
19.918 104.805
19.922 104.81
19.934 104.82
19.942 104.837
19.959 104.854
19.971 104.883
19.976 104.896
19.983 104.899
19.99 104.89
19.994 104.889
19.998 104.897
19.999 104.907
19.998 104.919
19.999 104.925
19.991 104.934
19.99 104.958
19.999 104.964
20 104.978
20.008 104.978
20.013 104.981
20.025 104.976
20.032 104.981
20.042 104.977
20.052 104.971
20.07 104.958
20.081 104.972
20.089 104.989
20.091 104.992
20.096 104.991
20.099 104.976
20.107 104.966
20.114 104.961
20.128 104.938
20.135 104.931
20.144 104.926
20.146 104.926
20.15 104.932
20.158 104.933
20.161 104.941
20.172 104.952
20.177 104.949
20.182 104.942
20.185 104.935
20.185 104.916
20.189 104.905
20.2 104.898
20.23 104.839
20.23 104.823
20.228 104.816
20.228 104.801
20.225 104.792
20.217 104.779
20.217 104.771
20.211 104.767
20.201 104.77
20.196 104.77
20.198 104.76
20.201 104.727
20.212 104.706
20.216 104.691
20.214 104.677
20.222 104.672
20.226 104.674
20.228 104.677
20.233 104.679
20.24 104.683
20.251 104.68
20.261 104.681
20.279 104.677
20.291 104.677
20.294 104.683
20.3 104.689
20.301 104.692
20.295 104.698
20.295 104.702
20.299 104.706
20.298 104.712
20.301 104.715
20.302 104.715
20.307 104.714
20.311 104.713
20.323 104.718
20.333 104.71
20.348 104.711
20.35 104.696
20.357 104.685
20.36 104.683
20.364 104.678
20.363 104.662
20.373 104.649
20.384 104.642
20.392 104.627
20.399 104.623
20.412 104.627
20.416 104.627
20.423 104.62
20.42 104.608
20.416 104.571
20.413 104.563
20.412 104.556
20.412 104.543
20.414 104.53
20.409 104.524
20.408 104.519
20.408 104.51
20.411 104.501
20.409 104.488
20.41 104.477
20.418 104.455
20.423 104.426
20.431 104.408
20.437 104.402
20.443 104.392
20.444 104.378
20.455 104.381
20.473 104.379
20.48 104.391
20.489 104.393
20.49 104.413
20.494 104.423
20.504 104.439
20.507 104.452
20.511 104.459
20.523 104.457
20.526 104.458
20.531 104.464
20.536 104.482
20.537 104.486
20.534 104.487
20.525 104.503
20.52 104.532
20.519 104.542
20.521 104.549
20.543 104.56
20.55 104.566
20.559 104.581
20.562 104.583
20.573 104.581
20.589 104.592
20.602 104.601
20.616 104.612
20.622 104.625
20.629 104.631
20.651 104.64
20.664 104.645
20.668 104.644
20.673 104.637
20.672 104.616
20.674 104.603
20.678 104.596
20.68 104.578
20.684 104.567
20.695 104.559
20.699 104.552
20.705 104.539
20.711 104.533
20.713 104.521
20.713 104.509
20.715 104.502
20.722 104.497
20.736 104.492
20.769 104.487
20.775 104.477
20.775 104.47
20.772 104.464
20.771 104.459
20.78 104.449
20.784 104.438
20.784 104.43
20.78 104.422
20.783 104.411
20.793 104.404
20.816 104.399
20.819 104.396
20.821 104.38
20.825 104.376
20.843 104.358
20.857 104.341
20.869 104.342
20.889 104.332
20.909 104.313
20.913 104.306
20.915 104.298
20.915 104.273
20.911 104.264
20.899 104.257
20.9 104.252
20.909 104.246
20.918 104.242
20.928 104.244
20.938 104.241
20.941 104.237
20.941 104.231
20.947 104.209
20.951 104.202
20.961 104.189
20.957 104.168
20.955 104.15
20.957 104.139
20.963 104.133
20.982 104.123
20.979 104.114
20.981 104.11
20.979 104.104
20.97 104.094
20.965 104.084
20.962 104.069
20.959 104.062
20.953 104.055
20.945 104.06
20.932 104.052
20.922 104.05
20.917 104.047
20.908 104.033
20.91 104.016
20.909 103.997
20.915 103.986
20.916 103.979
20.912 103.969
20.9 103.96
20.898 103.944
20.892 103.938
20.888 103.936
20.888 103.925
20.885 103.916
20.886 103.898
20.882 103.889
20.872 103.873
20.859 103.867
20.856 103.864
20.856 103.854
20.856 103.852
20.858 103.847
20.866 103.837
20.865 103.832
20.861 103.82
20.857 103.81
20.854 103.807
20.847 103.804
20.833 103.807
20.83 103.805
20.818 103.791
20.812 103.783
20.801 103.78
20.791 103.783
20.783 103.791
20.764 103.793
20.755 103.796
20.751 103.792
20.741 103.772
20.739 103.76
20.736 103.752
20.737 103.735
20.731 103.732
20.718 103.735
20.711 103.738
20.702 103.738
20.688 103.746
20.681 103.746
20.674 103.74
20.67 103.732
20.669 103.715
20.665 103.699
20.665 103.687
20.67 103.68
20.702 103.669
20.703 103.659
20.705 103.656
20.711 103.654
20.709 103.65
20.723 103.637
20.728 103.628
20.732 103.617
20.747 103.601
20.75 103.595
20.752 103.569
20.75 103.559
20.756 103.546
20.755 103.533
20.753 103.521
20.755 103.515
20.779 103.499
20.785 103.494
20.792 103.486
20.796 103.483
20.816 103.483
20.827 103.47
20.829 103.465
20.825 103.454
20.823 103.453
20.815 103.449
20.802 103.442
20.798 103.434
20.798 103.418
20.794 103.414
20.788 103.409
20.785 103.403
20.79 103.387
20.809 103.367
20.81 103.362
20.806 103.355
20.808 103.349
20.818 103.332
20.822 103.32
20.822 103.303
20.826 103.297
20.833 103.3
20.839 103.298
20.838 103.291
20.824 103.27
20.825 103.264
20.827 103.257
20.838 103.246
20.831 103.231
20.832 103.227
20.837 103.22
20.85 103.212
20.845 103.199
20.845 103.19
20.851 103.176
20.866 103.164
20.869 103.162
20.872 103.155
20.887 103.137
20.894 103.125
20.902 103.116
20.934 103.108
20.935 103.1
20.939 103.094
20.945 103.09
20.97 103.087
20.995 103.07
21.001 103.065
21.016 103.059
21.034 103.047
21.06 103.035
21.061 103.027
21.065 103.023
21.066 103.019
21.063 103.01
21.061 103.004
21.062 102.992
21.068 102.976
21.075 102.968
21.083 102.964
21.094 102.969
21.103 102.967
21.113 102.961
21.121 102.949
21.125 102.943
21.129 102.942
21.133 102.946
21.142 102.946
21.152 102.941
21.159 102.934
21.157 102.923
21.159 102.915
21.167 102.905
21.18 102.911
21.193 102.909
21.203 102.913
21.216 102.91
21.228 102.911
21.232 102.909
21.248 102.891
21.251 102.88
21.256 102.867
21.256 102.861
21.248 102.843
21.247 102.836
21.25 102.823
21.253 102.822
21.254 102.817
21.259 102.815
21.263 102.81
21.265 102.81
21.275 102.825
21.284 102.835
21.29 102.846
21.3 102.86
21.302 102.869
21.299 102.889
21.304 102.896
21.304 102.902
21.31 102.903
21.32 102.901
21.328 102.895
21.339 102.893
21.351 102.895
21.37 102.899
21.386 102.901
21.389 102.907
21.404 102.918
21.426 102.924
21.439 102.931
21.451 102.943
21.457 102.943
21.458 102.935
21.455 102.923
21.449 102.918
21.436 102.912
21.431 102.908
21.431 102.9
21.426 102.888
21.424 102.874
21.43 102.874
21.443 102.883
21.453 102.886
21.464 102.891
21.475 102.892
21.476 102.898
21.48 102.908
21.487 102.912
21.505 102.917
21.512 102.924
21.517 102.935
21.522 102.935
21.532 102.945
21.537 102.954
21.544 102.959
21.558 102.964
21.563 102.968
21.579 102.986
21.585 102.989
21.588 102.994
21.602 102.993
21.611 102.986
21.623 102.992
21.634 102.984
21.638 102.986
21.641 102.986
21.649 102.981
21.656 102.984
21.664 102.985
21.677 102.99
21.684 102.99
21.69 102.986
21.694 102.977
21.695 102.972
21.693 102.964
21.701 102.956
21.705 102.944
21.709 102.943
21.726 102.942
21.725 102.929
21.723 102.927
21.72 102.912
21.711 102.886
21.704 102.881
21.707 102.876
21.717 102.862
21.725 102.859
21.73 102.859
21.748 102.858
21.763 102.861
21.772 102.86
21.795 102.86
21.801 102.859
21.825 102.857
21.838 102.853
21.846 102.847
21.847 102.844
21.846 102.837
21.842 102.829
21.834 102.819
21.819 102.815
21.803 102.821
21.792 102.818
21.784 102.82
21.767 102.822
21.752 102.826
21.745 102.827
21.736 102.827
21.728 102.816
21.717 102.81
21.71 102.801
21.709 102.801
21.705 102.79
21.698 102.783
21.694 102.78
21.693 102.777
21.678 102.766
21.674 102.76
21.662 102.746
21.661 102.743
21.662 102.723
21.663 102.708
21.663 102.695
21.655 102.683
21.659 102.677
21.679 102.668
21.688 102.669
21.715 102.661
21.733 102.65
21.763 102.652
21.785 102.663
21.792 102.662
21.807 102.652
21.814 102.651
21.821 102.653
21.832 102.652
21.843 102.647
21.862 102.647
21.863 102.633
21.867 102.622
21.873 102.615
21.88 102.612
21.887 102.616
21.902 102.621
21.911 102.618
21.918 102.614
21.922 102.609
21.929 102.59
21.934 102.58
21.943 102.566
21.956 102.542
21.961 102.535
21.968 102.518
21.978 102.504
21.992 102.494
22.002 102.49
22.009 102.491
22.014 102.496
22.016 102.51
22.019 102.52
22.028 102.524
22.034 102.523
22.039 102.516
22.039 102.503
22.043 102.493
22.057 102.481
22.069 102.467
22.077 102.45
22.081 102.448
22.087 102.45
22.097 102.439
22.106 102.434
22.118 102.43
22.126 102.418
22.13 102.406
22.13 102.398
22.136 102.393
22.148 102.389
22.159 102.382
22.169 102.366
22.166 102.35
22.168 102.344
22.187 102.341
22.199 102.334
22.203 102.33
22.207 102.321
22.205 102.315
22.204 102.307
22.206 102.297
22.207 102.29
22.211 102.285
22.238 102.276
22.241 102.269
22.238 102.258
22.239 102.249
22.244 102.244
22.257 102.243
22.262 102.238
22.269 102.237
22.277 102.226
22.295 102.208
22.297 102.203
22.304 102.192
22.311 102.189
22.321 102.192
22.327 102.192
22.336 102.185
22.347 102.174
22.352 102.172
22.363 102.171
22.371 102.173
22.376 102.17
22.392 102.152
22.398 102.148
22.4 102.15
22.404 102.152
22.426 102.16
22.431 102.164
22.431 102.167
22.433 102.188
22.431 102.205
22.429 102.207
22.426 102.224
22.426 102.24
22.423 102.25
22.418 102.259
22.418 102.269
22.422 102.272
22.431 102.271
22.45 102.261
22.459 102.253
22.462 102.255
22.466 102.266
22.471 102.273
22.503 102.284
22.507 102.291
22.515 102.298
22.529 102.304
22.534 102.309
22.556 102.329
22.556 102.332
22.558 102.34
22.566 102.36
22.569 102.359
22.584 102.351
22.588 102.352
22.59 102.357
22.595 102.362
22.593 102.37
22.594 102.375
22.598 102.38
22.631 102.404
22.638 102.421
22.64 102.422
22.642 102.421
22.643 102.407
22.644 102.408
22.645 102.409
22.654 102.406
22.661 102.399
22.68 102.39
22.687 102.392
22.691 102.401
22.688 102.413
22.689 102.417
22.702 102.439
22.717 102.446
22.727 102.453
22.732 102.459
22.739 102.462
22.748 102.458
22.758 102.462
22.769 102.47
22.774 102.484
22.779 102.49
22.78 102.498
22.78 102.515
22.769 102.527
22.757 102.545
22.75 102.552
22.738 102.557
22.731 102.565
22.724 102.57
22.712 102.575
22.708 102.579
22.708 102.586
22.712 102.588
22.728 102.596
22.732 102.601
22.733 102.611
22.731 102.616
22.715 102.634
22.712 102.638
22.703 102.652
22.695 102.661
22.695 102.664
22.699 102.676
22.707 102.696
22.706 102.703
22.702 102.71
22.693 102.718
22.68 102.72
22.678 102.73
22.669 102.74
22.671 102.751
22.667 102.757
22.661 102.76
22.651 102.766
22.646 102.775
22.644 102.789
22.634 102.789
22.627 102.797
22.625 102.809
22.625 102.822
22.626 102.823
22.625 102.836
22.625 102.839
22.615 102.854
22.612 102.86
22.61 102.862
22.608 102.867
22.601 102.873
22.597 102.88
22.593 102.883
22.586 102.886
22.576 102.881
22.57 102.884
22.558 102.887
22.55 102.897
22.533 102.898
22.525 102.911
22.513 102.917
22.51 102.925
22.495 102.928
22.488 102.932
22.484 102.94
22.484 102.958
22.481 102.972
22.479 102.989
22.466 102.999
22.458 103.011
22.448 103.022
22.445 103.031
22.446 103.044
22.447 103.058
22.449 103.075
22.452 103.08
22.462 103.081
22.479 103.075
22.484 103.076
22.494 103.075
22.506 103.084
22.508 103.087
22.51 103.09
22.513 103.095
22.518 103.113
22.523 103.125
22.549 103.149
22.539 103.158
22.539 103.163
22.557 103.184
22.56 103.185
22.564 103.185
22.571 103.182
22.587 103.169
22.591 103.167
22.594 103.166
22.598 103.167
22.601 103.166
22.628 103.18
22.628 103.186
22.63 103.189
22.642 103.189
22.651 103.198
22.652 103.202
22.65 103.207
22.649 103.218
22.647 103.229
22.651 103.234
22.66 103.239
22.671 103.253
22.672 103.256
22.675 103.271
22.681 103.28
22.686 103.285
22.689 103.286
22.697 103.283
22.702 103.283
22.708 103.292
22.741 103.295
22.746 103.298
22.753 103.306
22.761 103.31
22.765 103.315
22.779 103.319
22.781 103.324
22.783 103.325
22.794 103.322
22.804 103.324
22.821 103.332
22.821 103.342
22.808 103.364
22.798 103.38
22.784 103.397
22.776 103.419
22.765 103.425
22.759 103.439
22.753 103.446
22.746 103.447
22.74 103.447
22.736 103.434
22.725 103.431
22.714 103.432
22.7 103.446
22.697 103.447
22.68 103.464
22.655 103.475
22.64 103.489
22.63 103.494
22.622 103.497
22.614 103.51
22.608 103.516
22.595 103.521
22.594 103.53
22.602 103.537
22.607 103.542
22.618 103.548
22.621 103.551
22.633 103.555
22.636 103.559
22.64 103.571
22.663 103.58
22.686 103.566
22.69 103.566
22.701 103.568
22.708 103.573
22.745 103.601
22.753 103.612
22.761 103.615
22.769 103.622
22.782 103.622
22.784 103.627
22.789 103.631
22.786 103.637
22.795 103.639
22.798 103.647
22.792 103.655
22.784 103.663
22.772 103.669
22.765 103.679
22.754 103.685
22.748 103.692
22.741 103.705
22.72 103.729
22.714 103.734
22.702 103.738
22.69 103.755
22.689 103.769
22.684 103.776
22.668 103.786
22.658 103.799
22.655 103.802
22.648 103.806
22.637 103.816
22.629 103.82
22.617 103.827
22.599 103.845
22.596 103.848
22.59 103.858
22.583 103.866
22.563 103.879
22.562 103.883
22.569 103.888
22.569 103.89
22.544 103.914
22.543 103.914
22.532 103.918
22.531 103.92
22.537 103.927
22.529 103.936
22.526 103.944
22.522 103.948
22.516 103.952
22.506 103.969
22.515 103.99
22.517 104.007
22.523 104.015
22.528 104.017
22.535 104.014
22.54 104.009
22.543 104.017
22.546 104.018
22.557 104.016
22.566 104.017
22.571 104.014
22.575 104.014
22.591 104.021
22.61 104.027
22.641 104.033
22.654 104.032
22.663 104.026
22.669 104.025
22.68 104.03
22.716 104.04
22.727 104.046
22.755 104.07
22.767 104.085
22.774 104.092
22.783 104.094
22.793 104.099
22.804 104.111
22.813 104.125
22.813 104.133
22.808 104.139
22.807 104.146
22.811 104.156
22.82 104.173
22.824 104.197
22.826 104.203
22.83 104.226
22.838 104.237
22.841 104.247
22.848 104.258
22.849 104.264
22.843 104.276
22.838 104.279
22.834 104.275
22.825 104.271
22.783 104.261
22.772 104.261
22.763 104.263
22.759 104.268
22.755 104.271
22.74 104.273
22.74 104.281
22.737 104.291
22.731 104.302
22.727 104.313
22.728 104.323
22.726 104.329
22.72 104.34
22.709 104.346
22.696 104.358
22.692 104.363
22.692 104.371
22.693 104.376
22.695 104.383
22.7 104.395
22.727 104.414
22.742 104.438
22.763 104.479
22.774 104.495
22.787 104.508
22.794 104.521
22.795 104.525
22.815 104.531
22.822 104.538
22.826 104.547
22.831 104.566
22.834 104.573
22.854 104.58
22.86 104.587
22.856 104.59
22.852 104.597
22.84 104.601
22.832 104.604
22.82 104.599
22.818 104.6
22.817 104.605
22.822 104.621
22.826 104.625
22.834 104.627
22.837 104.634
22.837 104.656
22.834 104.662
22.826 104.667
22.824 104.671
22.822 104.678
22.824 104.682
22.829 104.692
22.829 104.707
22.824 104.733
22.835 104.733
22.845 104.738
22.855 104.74
22.858 104.743
22.863 104.76
22.865 104.762
22.896 104.773
22.901 104.777
22.906 104.791
22.916 104.809
22.933 104.841
22.948 104.862
22.953 104.866
22.963 104.861
22.965 104.857
22.969 104.846
22.981 104.847
22.994 104.844
23.008 104.836
23.014 104.834
23.025 104.835
23.055 104.834
23.068 104.831
23.082 104.82
23.107 104.817
23.125 104.818
23.126 104.824
23.121 104.832
23.12 104.835
23.12 104.854
23.124 104.864
23.123 104.874
23.128 104.879
23.135 104.881
23.158 104.881
23.171 104.885
23.179 104.893
23.183 104.903
23.188 104.911
23.189 104.916
23.188 104.922
23.183 104.935
23.176 104.945
23.174 104.953
23.177 104.957
23.192 104.963
23.2 104.962
23.207 104.963
23.209 104.97
23.201 104.978
23.2 104.985
23.205 104.994
23.212 105
23.214 105.001
23.219 105.008
23.225 105.025
23.229 105.031
23.241 105.044
23.246 105.052
23.258 105.068
23.258 105.069
23.265 105.081
23.262 105.09
23.263 105.095
23.264 105.106
23.254 105.114
23.253 105.119
23.261 105.132
23.269 105.155
23.275 105.163
23.287 105.171
23.289 105.177
23.289 105.183
23.281 105.193
23.281 105.203
23.274 105.207
23.274 105.212
23.281 105.216
23.272 105.221
23.273 105.225
23.279 105.237
23.289 105.236
23.293 105.241
23.294 105.248
23.301 105.254
23.314 105.261
23.322 105.261
23.334 105.254
23.34 105.261
23.342 105.281
23.351 105.29
23.363 105.301
23.371 105.31
23.377 105.32
23.381 105.326
23.386 105.327
23.388 105.331
segment Vietnam
19.985 106.185
19.985 106.182
19.987 106.181
19.99 106.181
19.995 106.189
19.993 106.191
19.985 106.185
segment Vietnam
10.287 103.915
10.291 103.908
10.288 103.898
10.287 103.892
10.301 103.879
10.304 103.872
10.305 103.868
10.305 103.865
10.3 103.861
10.302 103.859
10.31 103.857
10.325 103.85
10.34 103.847
10.352 103.843
10.359 103.839
10.363 103.831
10.368 103.836
10.374 103.836
10.375 103.841
10.373 103.845
10.374 103.852
10.372 103.856
10.369 103.867
10.368 103.872
10.369 103.886
10.364 103.899
10.362 103.912
10.359 103.918
10.359 103.924
10.364 103.931
10.376 103.94
10.395 103.945
10.397 103.948
10.404 103.963
10.408 103.966
10.421 103.97
10.43 103.97
10.437 103.972
10.444 103.979
10.448 103.988
10.449 103.999
10.446 104.005
10.442 104.009
10.424 104.02
10.411 104.031
10.411 104.043
10.407 104.046
10.406 104.047
10.398 104.056
10.371 104.075
10.366 104.077
10.36 104.077
10.353 104.079
10.339 104.074
10.332 104.074
10.32 104.077
10.313 104.08
10.304 104.082
10.294 104.08
10.277 104.077
10.268 104.078
10.254 104.081
10.245 104.082
10.236 104.081
10.213 104.071
10.203 104.062
10.194 104.057
10.184 104.052
10.176 104.05
10.16 104.046
10.148 104.042
10.144 104.037
10.139 104.034
10.128 104.032
10.117 104.038
10.113 104.037
10.099 104.028
10.086 104.026
10.077 104.02
10.071 104.024
10.07 104.025
10.074 104.031
10.068 104.037
10.066 104.043
10.061 104.046
10.057 104.045
10.053 104.039
10.046 104.037
10.037 104.039
10.034 104.034
10.029 104.033
10.021 104.037
10.005 104.051
10.004 104.051
10.003 104.047
10.005 104.044
10.011 104.04
10.011 104.037
10.006 104.032
10.013 104.026
10.014 104.023
10.015 104.022
10.01 104.016
10.005 104.015
10.005 104.012
10.008 104.008
10.024 104.007
10.035 104.002
10.045 103.993
10.078 103.989
10.107 103.983
10.183 103.967
10.23 103.953
10.233 103.953
10.248 103.943
10.261 103.93
10.287 103.915
segment Vietnam
10.007 104.558
10.008 104.555
10.02 104.546
10.023 104.546
10.03 104.55
10.035 104.555
10.018 104.563
10.01 104.561
10.007 104.558
segment Vietnam
9.967 109.081
9.972 109.077
9.976 109.078
9.977 109.085
9.972 109.086
9.968 109.084
9.967 109.081
segment Vietnam
9.948 104.838
9.95 104.834
9.961 104.831
9.969 104.839
9.972 104.851
9.968 104.851
9.962 104.845
9.957 104.845
9.948 104.838
